question,tsne1,tsne2,question_type,question_type_id,kmeans_k6,dbscan_e2_s7
Is hypercholesterolemia inherited ?,-58.769417,-50.90643,inheritance,7,3,-1
What are the treatments for hypercholesterolemia ?,-58.769417,-50.906425,treatment,11,3,-1
What is (are) oculopharyngeal muscular dystrophy ?,-30.444914,-85.62564,information,6,3,1215
How many people are affected by oculopharyngeal muscular dystrophy ?,-30.444958,-85.62573,frequency,4,3,1215
What are the genetic changes related to oculopharyngeal muscular dystrophy ?,-30.44496,-85.62573,genetic_changes,5,3,1215
Is oculopharyngeal muscular dystrophy inherited ?,-30.442766,-85.62202,inheritance,7,3,1215
What are the treatments for oculopharyngeal muscular dystrophy ?,-30.444914,-85.62564,treatment,11,3,1215
What is (are) limb-girdle muscular dystrophy ?,-4.5895243,-42.91232,information,6,5,-1
How many people are affected by limb-girdle muscular dystrophy ?,-4.5895243,-42.91232,frequency,4,5,-1
What are the genetic changes related to limb-girdle muscular dystrophy ?,-4.5895247,-42.912315,genetic_changes,5,5,-1
Is limb-girdle muscular dystrophy inherited ?,-4.589541,-42.912388,inheritance,7,5,-1
What are the treatments for limb-girdle muscular dystrophy ?,-4.5895247,-42.91232,treatment,11,5,-1
What is (are) ankylosing spondylitis ?,-35.4299,-49.470005,information,6,3,-1
How many people are affected by ankylosing spondylitis ?,-35.4299,-49.47001,frequency,4,3,-1
What are the genetic changes related to ankylosing spondylitis ?,-35.429897,-49.47001,genetic_changes,5,3,-1
Is ankylosing spondylitis inherited ?,-35.429905,-49.470005,inheritance,7,3,-1
What are the treatments for ankylosing spondylitis ?,-35.4299,-49.47,treatment,11,3,-1
How many people are affected by Prader-Willi syndrome ?,-16.374876,-10.902693,frequency,4,0,0
What are the genetic changes related to Prader-Willi syndrome ?,-16.374876,-10.902693,genetic_changes,5,0,0
Is Prader-Willi syndrome inherited ?,-16.374874,-10.902691,inheritance,7,0,0
What is (are) Marinesco-Sjgren syndrome ?,28.185398,6.030952,information,6,0,-1
How many people are affected by Marinesco-Sjgren syndrome ?,28.185396,6.0309515,frequency,4,0,-1
What are the genetic changes related to Marinesco-Sjgren syndrome ?,28.185398,6.030952,genetic_changes,5,0,-1
Is Marinesco-Sjgren syndrome inherited ?,28.185398,6.0309515,inheritance,7,0,-1
What are the treatments for Marinesco-Sjgren syndrome ?,28.185396,6.030952,treatment,11,0,-1
How many people are affected by Wilson disease ?,-62.274773,14.131851,frequency,4,4,-1
What are the genetic changes related to Wilson disease ?,-62.274773,14.131851,genetic_changes,5,4,-1
Is Wilson disease inherited ?,-62.27478,14.131856,inheritance,7,4,-1
What is (are) familial paroxysmal nonkinesigenic dyskinesia ?,-71.007996,40.709225,information,6,4,-1
How many people are affected by familial paroxysmal nonkinesigenic dyskinesia ?,-71.012115,40.71077,frequency,4,4,-1
What are the genetic changes related to familial paroxysmal nonkinesigenic dyskinesia ?,-71.012115,40.71077,genetic_changes,5,4,-1
Is familial paroxysmal nonkinesigenic dyskinesia inherited ?,-71.01057,40.71078,inheritance,7,4,-1
What are the treatments for familial paroxysmal nonkinesigenic dyskinesia ?,-71.010284,40.710808,treatment,11,4,-1
What is (are) Paget disease of bone ?,33.362816,-38.6618,information,6,5,1092
How many people are affected by Paget disease of bone ?,33.36607,-38.66298,frequency,4,5,1092
What are the genetic changes related to Paget disease of bone ?,33.36607,-38.662983,genetic_changes,5,5,1092
Is Paget disease of bone inherited ?,33.36326,-38.661957,inheritance,7,5,1092
What are the treatments for Paget disease of bone ?,33.363068,-38.66189,treatment,11,5,1092
What is (are) neuroblastoma ?,-46.523903,-61.203968,information,6,3,-1
How many people are affected by neuroblastoma ?,-46.523907,-61.20397,frequency,4,3,-1
What are the genetic changes related to neuroblastoma ?,-46.523907,-61.20397,genetic_changes,5,3,-1
Is neuroblastoma inherited ?,-46.523903,-61.203976,inheritance,7,3,-1
What are the treatments for neuroblastoma ?,-46.52391,-61.203968,treatment,11,3,-1
What is (are) Costeff syndrome ?,12.964014,20.31659,information,6,0,0
How many people are affected by Costeff syndrome ?,12.964014,20.31659,frequency,4,0,0
What are the genetic changes related to Costeff syndrome ?,12.964014,20.316591,genetic_changes,5,0,0
Is Costeff syndrome inherited ?,12.964014,20.31659,inheritance,7,0,0
What are the treatments for Costeff syndrome ?,12.964013,20.31659,treatment,11,0,0
What is (are) Sjgren-Larsson syndrome ?,-38.820805,-42.643566,information,6,3,-1
How many people are affected by Sjgren-Larsson syndrome ?,-38.82081,-42.64357,frequency,4,3,-1
What are the genetic changes related to Sjgren-Larsson syndrome ?,-38.82081,-42.64357,genetic_changes,5,3,-1
Is Sjgren-Larsson syndrome inherited ?,-38.82081,-42.643566,inheritance,7,3,-1
What are the treatments for Sjgren-Larsson syndrome ?,-38.82081,-42.643574,treatment,11,3,-1
What is (are) hereditary folate malabsorption ?,-34.889065,28.05976,information,6,4,-1
How many people are affected by hereditary folate malabsorption ?,-34.88907,28.05976,frequency,4,4,-1
What are the genetic changes related to hereditary folate malabsorption ?,-34.88907,28.05976,genetic_changes,5,4,-1
Is hereditary folate malabsorption inherited ?,-34.889065,28.05976,inheritance,7,4,-1
What are the treatments for hereditary folate malabsorption ?,-34.88906,28.059755,treatment,11,4,-1
What is (are) mucopolysaccharidosis type II ?,-47.913395,-66.82436,information,6,3,1125
How many people are affected by mucopolysaccharidosis type II ?,-47.288174,-66.90555,frequency,4,3,1125
What are the genetic changes related to mucopolysaccharidosis type II ?,-47.70173,-66.295685,genetic_changes,5,3,1125
Is mucopolysaccharidosis type II inherited ?,-47.951694,-66.844215,inheritance,7,3,1125
What are the treatments for mucopolysaccharidosis type II ?,-47.952057,-66.85043,treatment,11,3,1125
What is (are) complement factor I deficiency ?,-11.722927,-42.943855,information,6,5,-1
How many people are affected by complement factor I deficiency ?,-11.722926,-42.94385,frequency,4,5,-1
What are the genetic changes related to complement factor I deficiency ?,-11.722926,-42.943855,genetic_changes,5,5,-1
Is complement factor I deficiency inherited ?,-11.722927,-42.943855,inheritance,7,5,-1
What are the treatments for complement factor I deficiency ?,-11.722926,-42.94386,treatment,11,5,-1
What is (are) glucose-6-phosphate dehydrogenase deficiency ?,13.433634,35.584435,information,6,1,-1
How many people are affected by glucose-6-phosphate dehydrogenase deficiency ?,13.433633,35.584435,frequency,4,1,-1
What are the genetic changes related to glucose-6-phosphate dehydrogenase deficiency ?,13.433634,35.584435,genetic_changes,5,1,-1
Is glucose-6-phosphate dehydrogenase deficiency inherited ?,13.433737,35.584503,inheritance,7,1,-1
What are the treatments for glucose-6-phosphate dehydrogenase deficiency ?,13.433634,35.58443,treatment,11,1,-1
What is (are) Alpers-Huttenlocher syndrome ?,-13.687706,-31.170336,information,6,3,-1
How many people are affected by Alpers-Huttenlocher syndrome ?,-13.687706,-31.170338,frequency,4,3,-1
What are the genetic changes related to Alpers-Huttenlocher syndrome ?,-13.687707,-31.170334,genetic_changes,5,3,-1
Is Alpers-Huttenlocher syndrome inherited ?,-13.687706,-31.170338,inheritance,7,3,-1
What are the treatments for Alpers-Huttenlocher syndrome ?,-13.687706,-31.170336,treatment,11,3,-1
What is (are) Camurati-Engelmann disease ?,-3.3166535,36.273235,information,6,1,-1
How many people are affected by Camurati-Engelmann disease ?,-3.3166535,36.273243,frequency,4,1,-1
What are the genetic changes related to Camurati-Engelmann disease ?,-3.3166537,36.27323,genetic_changes,5,1,-1
Is Camurati-Engelmann disease inherited ?,-3.3166535,36.273235,inheritance,7,1,-1
What are the treatments for Camurati-Engelmann disease ?,-3.3166537,36.27324,treatment,11,1,-1
What is (are) familial thoracic aortic aneurysm and dissection ?,-64.476135,48.073532,information,6,4,-1
How many people are affected by familial thoracic aortic aneurysm and dissection ?,-64.479706,48.075558,frequency,4,4,-1
What are the genetic changes related to familial thoracic aortic aneurysm and dissection ?,-64.479706,48.075558,genetic_changes,5,4,-1
Is familial thoracic aortic aneurysm and dissection inherited ?,-64.47825,48.074574,inheritance,7,4,-1
What are the treatments for familial thoracic aortic aneurysm and dissection ?,-64.47786,48.073902,treatment,11,4,-1
What is (are) MPV17-related hepatocerebral mitochondrial DNA depletion syndrome ?,-33.78369,22.161474,information,6,4,-1
How many people are affected by MPV17-related hepatocerebral mitochondrial DNA depletion syndrome ?,-33.78369,22.161476,frequency,4,4,-1
What are the genetic changes related to MPV17-related hepatocerebral mitochondrial DNA depletion syndrome ?,-33.78369,22.161474,genetic_changes,5,4,-1
Is MPV17-related hepatocerebral mitochondrial DNA depletion syndrome inherited ?,-33.783695,22.161476,inheritance,7,4,-1
What are the treatments for MPV17-related hepatocerebral mitochondrial DNA depletion syndrome ?,-33.783695,22.161476,treatment,11,4,-1
What is (are) methylmalonic acidemia ?,-17.714975,-50.708298,information,6,3,-1
How many people are affected by methylmalonic acidemia ?,-17.714975,-50.708294,frequency,4,3,-1
What are the genetic changes related to methylmalonic acidemia ?,-17.714975,-50.708294,genetic_changes,5,3,-1
Is methylmalonic acidemia inherited ?,-17.71498,-50.708294,inheritance,7,3,-1
What are the treatments for methylmalonic acidemia ?,-17.714975,-50.708294,treatment,11,3,-1
What is (are) Pitt-Hopkins syndrome ?,-55.519417,-49.72821,information,6,3,-1
How many people are affected by Pitt-Hopkins syndrome ?,-55.519413,-49.728214,frequency,4,3,-1
What are the genetic changes related to Pitt-Hopkins syndrome ?,-55.519417,-49.728214,genetic_changes,5,3,-1
Is Pitt-Hopkins syndrome inherited ?,-55.519413,-49.72821,inheritance,7,3,-1
What are the treatments for Pitt-Hopkins syndrome ?,-55.519413,-49.728214,treatment,11,3,-1
What is (are) Donnai-Barrow syndrome ?,15.218826,-30.794907,information,6,5,1102
How many people are affected by Donnai-Barrow syndrome ?,15.218826,-30.794909,frequency,4,5,1102
What are the genetic changes related to Donnai-Barrow syndrome ?,15.218825,-30.794907,genetic_changes,5,5,1102
Is Donnai-Barrow syndrome inherited ?,15.218826,-30.79491,inheritance,7,5,1102
What are the treatments for Donnai-Barrow syndrome ?,15.218826,-30.794907,treatment,11,5,1102
What is (are) Kabuki syndrome ?,26.42096,11.451096,information,6,0,-1
How many people are affected by Kabuki syndrome ?,26.42096,11.451096,frequency,4,0,-1
What are the genetic changes related to Kabuki syndrome ?,26.42096,11.451097,genetic_changes,5,0,-1
Is Kabuki syndrome inherited ?,26.420958,11.451096,inheritance,7,0,-1
What are the treatments for Kabuki syndrome ?,26.420956,11.451096,treatment,11,0,-1
What is (are) spastic paraplegia type 2 ?,10.578799,17.799519,information,6,0,0
How many people are affected by spastic paraplegia type 2 ?,10.578745,17.800493,frequency,4,0,0
What are the genetic changes related to spastic paraplegia type 2 ?,10.578745,17.800491,genetic_changes,5,0,0
Is spastic paraplegia type 2 inherited ?,10.578302,17.79992,inheritance,7,0,0
What are the treatments for spastic paraplegia type 2 ?,10.578458,17.79933,treatment,11,0,0
What is (are) fibrochondrogenesis ?,13.026807,-27.164825,information,6,5,-1
How many people are affected by fibrochondrogenesis ?,13.026808,-27.164824,frequency,4,5,-1
What are the genetic changes related to fibrochondrogenesis ?,13.026809,-27.164824,genetic_changes,5,5,-1
Is fibrochondrogenesis inherited ?,13.026808,-27.164825,inheritance,7,5,-1
What are the treatments for fibrochondrogenesis ?,13.026807,-27.164824,treatment,11,5,-1
What is (are) GLUT1 deficiency syndrome ?,5.061793,-32.043945,information,6,5,0
How many people are affected by GLUT1 deficiency syndrome ?,5.061793,-32.043945,frequency,4,5,0
What are the genetic changes related to GLUT1 deficiency syndrome ?,5.061793,-32.04394,genetic_changes,5,5,0
Is GLUT1 deficiency syndrome inherited ?,5.0617924,-32.04394,inheritance,7,5,0
What are the treatments for GLUT1 deficiency syndrome ?,5.061793,-32.04394,treatment,11,5,0
What is (are) aromatase excess syndrome ?,28.085705,17.19094,information,6,0,-1
How many people are affected by aromatase excess syndrome ?,28.085684,17.19093,frequency,4,0,-1
What are the genetic changes related to aromatase excess syndrome ?,28.085688,17.19093,genetic_changes,5,0,-1
Is aromatase excess syndrome inherited ?,28.085693,17.190933,inheritance,7,0,-1
What are the treatments for aromatase excess syndrome ?,28.085707,17.19094,treatment,11,0,-1
What is (are) tyrosinemia ?,-9.161599,33.72756,information,6,4,1177
How many people are affected by tyrosinemia ?,-9.1616,33.72756,frequency,4,4,1177
What are the genetic changes related to tyrosinemia ?,-9.161599,33.727566,genetic_changes,5,4,1177
Is tyrosinemia inherited ?,-9.161598,33.727566,inheritance,7,4,1177
What are the treatments for tyrosinemia ?,-9.161598,33.727566,treatment,11,4,1177
What is (are) RAPADILINO syndrome ?,16.286379,-28.800697,information,6,5,1102
How many people are affected by RAPADILINO syndrome ?,16.28638,-28.8007,frequency,4,5,1102
What are the genetic changes related to RAPADILINO syndrome ?,16.286377,-28.800697,genetic_changes,5,5,1102
Is RAPADILINO syndrome inherited ?,16.28638,-28.800697,inheritance,7,5,1102
What are the treatments for RAPADILINO syndrome ?,16.286377,-28.800697,treatment,11,5,1102
What is (are) otopalatodigital syndrome type 1 ?,14.940752,-90.63562,information,6,5,1120
How many people are affected by otopalatodigital syndrome type 1 ?,14.940594,-90.635284,frequency,4,5,1120
What are the genetic changes related to otopalatodigital syndrome type 1 ?,14.940592,-90.63528,genetic_changes,5,5,1120
Is otopalatodigital syndrome type 1 inherited ?,14.932552,-90.61796,inheritance,7,5,1120
What are the treatments for otopalatodigital syndrome type 1 ?,14.940738,-90.6356,treatment,11,5,1120
What is (are) potassium-aggravated myotonia ?,28.515306,14.686711,information,6,0,-1
How many people are affected by potassium-aggravated myotonia ?,28.515306,14.686712,frequency,4,0,-1
What are the genetic changes related to potassium-aggravated myotonia ?,28.515308,14.686711,genetic_changes,5,0,-1
Is potassium-aggravated myotonia inherited ?,28.515306,14.686712,inheritance,7,0,-1
What are the treatments for potassium-aggravated myotonia ?,28.515306,14.686712,treatment,11,0,-1
What is (are) spondylocostal dysostosis ?,26.100512,-19.837433,information,6,0,-1
How many people are affected by spondylocostal dysostosis ?,26.100512,-19.837437,frequency,4,0,-1
What are the genetic changes related to spondylocostal dysostosis ?,26.100513,-19.837435,genetic_changes,5,0,-1
Is spondylocostal dysostosis inherited ?,26.100512,-19.837435,inheritance,7,0,-1
What are the treatments for spondylocostal dysostosis ?,26.100513,-19.837433,treatment,11,0,-1
What is (are) microvillus inclusion disease ?,-14.746272,-27.65422,information,6,3,0
How many people are affected by microvillus inclusion disease ?,-14.746272,-27.65422,frequency,4,3,0
What are the genetic changes related to microvillus inclusion disease ?,-14.746272,-27.65422,genetic_changes,5,3,0
Is microvillus inclusion disease inherited ?,-14.746273,-27.65422,inheritance,7,3,0
What are the treatments for microvillus inclusion disease ?,-14.746272,-27.65422,treatment,11,3,0
What is (are) Robinow syndrome ?,23.755081,5.216474,information,6,0,0
How many people are affected by Robinow syndrome ?,23.755138,5.216741,frequency,4,0,0
What are the genetic changes related to Robinow syndrome ?,23.755142,5.2165318,genetic_changes,5,0,0
Is Robinow syndrome inherited ?,23.755114,5.2167172,inheritance,7,0,0
What are the treatments for Robinow syndrome ?,23.75508,5.216686,treatment,11,0,0
What is (are) oculofaciocardiodental syndrome ?,31.413984,1.993666,information,6,2,0
How many people are affected by oculofaciocardiodental syndrome ?,31.414124,1.9939564,frequency,4,2,0
What are the genetic changes related to oculofaciocardiodental syndrome ?,31.414125,1.993956,genetic_changes,5,2,0
Is oculofaciocardiodental syndrome inherited ?,31.414066,1.9938374,inheritance,7,2,0
What are the treatments for oculofaciocardiodental syndrome ?,31.413998,1.9936886,treatment,11,2,0
How many people are affected by Aicardi syndrome ?,-14.174984,-14.133368,frequency,4,0,0
What are the genetic changes related to Aicardi syndrome ?,-14.174912,-14.133366,genetic_changes,5,0,0
Is Aicardi syndrome inherited ?,-14.174984,-14.133367,inheritance,7,0,0
What is (are) Miller syndrome ?,27.092497,-23.698338,information,6,5,1190
How many people are affected by Miller syndrome ?,27.092485,-23.698326,frequency,4,5,1190
What are the genetic changes related to Miller syndrome ?,27.092484,-23.698326,genetic_changes,5,5,1190
Is Miller syndrome inherited ?,27.092487,-23.698332,inheritance,7,5,1190
What are the treatments for Miller syndrome ?,27.092495,-23.698336,treatment,11,5,1190
How many people are affected by Williams syndrome ?,-14.047657,-8.501214,frequency,4,0,0
What are the genetic changes related to Williams syndrome ?,-14.047658,-8.501215,genetic_changes,5,0,0
Is Williams syndrome inherited ?,-14.047658,-8.501214,inheritance,7,0,0
What is (are) neuromyelitis optica ?,7.877713,-29.748728,information,6,5,-1
How many people are affected by neuromyelitis optica ?,7.8777122,-29.748726,frequency,4,5,-1
What are the genetic changes related to neuromyelitis optica ?,7.8777122,-29.748728,genetic_changes,5,5,-1
Is neuromyelitis optica inherited ?,7.877713,-29.748726,inheritance,7,5,-1
What are the treatments for neuromyelitis optica ?,7.877713,-29.748726,treatment,11,5,-1
What is (are) oculodentodigital dysplasia ?,-42.9838,-19.803356,information,6,3,-1
How many people are affected by oculodentodigital dysplasia ?,-42.9838,-19.803356,frequency,4,3,-1
What are the genetic changes related to oculodentodigital dysplasia ?,-42.9838,-19.803356,genetic_changes,5,3,-1
Is oculodentodigital dysplasia inherited ?,-42.983803,-19.803356,inheritance,7,3,-1
What are the treatments for oculodentodigital dysplasia ?,-42.9838,-19.803354,treatment,11,3,-1
What is (are) incontinentia pigmenti ?,-54.081207,33.279613,information,6,4,1
How many people are affected by incontinentia pigmenti ?,-54.081123,33.27965,frequency,4,4,1
What are the genetic changes related to incontinentia pigmenti ?,-54.081127,33.279648,genetic_changes,5,4,1
Is incontinentia pigmenti inherited ?,-54.081196,33.279617,inheritance,7,4,1
What are the treatments for incontinentia pigmenti ?,-54.081215,33.27961,treatment,11,4,1
What is (are) congenital central hypoventilation syndrome ?,24.15369,-34.586323,information,6,5,1216
How many people are affected by congenital central hypoventilation syndrome ?,24.154827,-34.589306,frequency,4,5,1216
What are the genetic changes related to congenital central hypoventilation syndrome ?,24.154827,-34.589314,genetic_changes,5,5,1216
Is congenital central hypoventilation syndrome inherited ?,24.153688,-34.586315,inheritance,7,5,1216
What are the treatments for congenital central hypoventilation syndrome ?,24.15403,-34.58722,treatment,11,5,1216
What is (are) hyperphosphatemic familial tumoral calcinosis ?,-43.15871,-17.652676,information,6,3,-1
How many people are affected by hyperphosphatemic familial tumoral calcinosis ?,-43.158714,-17.652676,frequency,4,3,-1
What are the genetic changes related to hyperphosphatemic familial tumoral calcinosis ?,-43.15871,-17.652672,genetic_changes,5,3,-1
Is hyperphosphatemic familial tumoral calcinosis inherited ?,-43.15871,-17.652672,inheritance,7,3,-1
What are the treatments for hyperphosphatemic familial tumoral calcinosis ?,-43.15871,-17.652674,treatment,11,3,-1
How many people are affected by Alport syndrome ?,35.40787,-36.61169,frequency,4,5,611
What are the genetic changes related to Alport syndrome ?,35.407867,-36.61169,genetic_changes,5,5,611
Is Alport syndrome inherited ?,35.407875,-36.6117,inheritance,7,5,611
What is (are) multiple endocrine neoplasia ?,32.725697,35.931335,information,6,1,-1
How many people are affected by multiple endocrine neoplasia ?,32.725735,35.93085,frequency,4,1,-1
What are the genetic changes related to multiple endocrine neoplasia ?,32.72574,35.930847,genetic_changes,5,1,-1
Is multiple endocrine neoplasia inherited ?,32.725693,35.93133,inheritance,7,1,-1
What are the treatments for multiple endocrine neoplasia ?,32.72518,35.932316,treatment,11,1,-1
What is (are) X-linked hyper IgM syndrome ?,-36.969925,35.642914,information,6,4,-1
How many people are affected by X-linked hyper IgM syndrome ?,-36.969936,35.642933,frequency,4,4,-1
What are the genetic changes related to X-linked hyper IgM syndrome ?,-36.969936,35.642937,genetic_changes,5,4,-1
Is X-linked hyper IgM syndrome inherited ?,-36.969925,35.642914,inheritance,7,4,-1
What are the treatments for X-linked hyper IgM syndrome ?,-36.96991,35.642895,treatment,11,4,-1
What is (are) malignant migrating partial seizures of infancy ?,-21.089901,-24.219559,information,6,3,0
How many people are affected by malignant migrating partial seizures of infancy ?,-21.089901,-24.21956,frequency,4,3,0
What are the genetic changes related to malignant migrating partial seizures of infancy ?,-21.089903,-24.21956,genetic_changes,5,3,0
Is malignant migrating partial seizures of infancy inherited ?,-21.089903,-24.21956,inheritance,7,3,0
What are the treatments for malignant migrating partial seizures of infancy ?,-21.089905,-24.219566,treatment,11,3,0
What is (are) craniometaphyseal dysplasia ?,-41.43822,-42.456303,information,6,3,-1
How many people are affected by craniometaphyseal dysplasia ?,-41.43822,-42.456306,frequency,4,3,-1
What are the genetic changes related to craniometaphyseal dysplasia ?,-41.438225,-42.456303,genetic_changes,5,3,-1
Is craniometaphyseal dysplasia inherited ?,-41.438225,-42.456306,inheritance,7,3,-1
What are the treatments for craniometaphyseal dysplasia ?,-41.438217,-42.456306,treatment,11,3,-1
What is (are) 3-hydroxyacyl-CoA dehydrogenase deficiency ?,5.558029,26.893015,information,6,0,0
How many people are affected by 3-hydroxyacyl-CoA dehydrogenase deficiency ?,5.5580287,26.893017,frequency,4,0,0
What are the genetic changes related to 3-hydroxyacyl-CoA dehydrogenase deficiency ?,5.558029,26.893017,genetic_changes,5,0,0
Is 3-hydroxyacyl-CoA dehydrogenase deficiency inherited ?,5.5580297,26.893019,inheritance,7,0,0
What are the treatments for 3-hydroxyacyl-CoA dehydrogenase deficiency ?,5.558029,26.893015,treatment,11,0,0
What is (are) ocular albinism ?,-34.20299,-13.866671,information,6,3,0
How many people are affected by ocular albinism ?,-34.20305,-13.866663,frequency,4,3,0
What are the genetic changes related to ocular albinism ?,-34.20305,-13.866664,genetic_changes,5,3,0
Is ocular albinism inherited ?,-34.203,-13.866671,inheritance,7,3,0
What are the treatments for ocular albinism ?,-34.20299,-13.866672,treatment,11,3,0
What is (are) nephronophthisis ?,-24.5152,-50.468185,information,6,3,-1
How many people are affected by nephronophthisis ?,-24.515202,-50.46818,frequency,4,3,-1
What are the genetic changes related to nephronophthisis ?,-24.515202,-50.468185,genetic_changes,5,3,-1
Is nephronophthisis inherited ?,-24.5152,-50.46818,inheritance,7,3,-1
What are the treatments for nephronophthisis ?,-24.515202,-50.468185,treatment,11,3,-1
What is (are) Leigh syndrome ?,-1.1985538,-40.74754,information,6,5,-1
How many people are affected by Leigh syndrome ?,-1.1985537,-40.74754,frequency,4,5,-1
What are the genetic changes related to Leigh syndrome ?,-1.1985537,-40.74754,genetic_changes,5,5,-1
Is Leigh syndrome inherited ?,-1.1985538,-40.747543,inheritance,7,5,-1
What are the treatments for Leigh syndrome ?,-1.1985538,-40.74754,treatment,11,5,-1
What is (are) multiple sulfatase deficiency ?,-17.090263,33.778347,information,6,4,-1
How many people are affected by multiple sulfatase deficiency ?,-17.090195,33.778465,frequency,4,4,-1
What are the genetic changes related to multiple sulfatase deficiency ?,-17.090195,33.778465,genetic_changes,5,4,-1
Is multiple sulfatase deficiency inherited ?,-17.090263,33.778343,inheritance,7,4,-1
What are the treatments for multiple sulfatase deficiency ?,-17.09026,33.778324,treatment,11,4,-1
What is (are) trisomy 13 ?,32.655815,48.305836,information,6,1,201
How many people are affected by trisomy 13 ?,32.655712,48.30584,frequency,4,1,201
What are the genetic changes related to trisomy 13 ?,32.655712,48.305847,genetic_changes,5,1,201
Is trisomy 13 inherited ?,32.6558,48.305836,inheritance,7,1,201
What are the treatments for trisomy 13 ?,32.65582,48.305836,treatment,11,1,201
What is (are) phosphoglycerate mutase deficiency ?,10.648317,-48.303215,information,6,5,-1
How many people are affected by phosphoglycerate mutase deficiency ?,10.648317,-48.30321,frequency,4,5,-1
What are the genetic changes related to phosphoglycerate mutase deficiency ?,10.648316,-48.303215,genetic_changes,5,5,-1
Is phosphoglycerate mutase deficiency inherited ?,10.648315,-48.30321,inheritance,7,5,-1
What are the treatments for phosphoglycerate mutase deficiency ?,10.648317,-48.303215,treatment,11,5,-1
What is (are) Muenke syndrome ?,-34.77886,-45.001163,information,6,3,-1
How many people are affected by Muenke syndrome ?,-34.77886,-45.001167,frequency,4,3,-1
What are the genetic changes related to Muenke syndrome ?,-34.778862,-45.001167,genetic_changes,5,3,-1
Is Muenke syndrome inherited ?,-34.778862,-45.001163,inheritance,7,3,-1
What are the treatments for Muenke syndrome ?,-34.77886,-45.00116,treatment,11,3,-1
What is (are) autosomal recessive primary microcephaly ?,-32.318256,-23.308655,information,6,3,0
How many people are affected by autosomal recessive primary microcephaly ?,-32.318264,-23.308662,frequency,4,3,0
What are the genetic changes related to autosomal recessive primary microcephaly ?,-32.318264,-23.308662,genetic_changes,5,3,0
Is autosomal recessive primary microcephaly inherited ?,-32.318256,-23.308653,inheritance,7,3,0
What are the treatments for autosomal recessive primary microcephaly ?,-32.318233,-23.30864,treatment,11,3,0
What is (are) ring chromosome 14 syndrome ?,-30.342548,27.866789,information,6,4,-1
How many people are affected by ring chromosome 14 syndrome ?,-30.342548,27.86679,frequency,4,4,-1
What are the genetic changes related to ring chromosome 14 syndrome ?,-30.342548,27.866787,genetic_changes,5,4,-1
Is ring chromosome 14 syndrome inherited ?,-30.342548,27.866789,inheritance,7,4,-1
What are the treatments for ring chromosome 14 syndrome ?,-30.342548,27.866789,treatment,11,4,-1
"What is (are) TK2-related mitochondrial DNA depletion syndrome, myopathic form ?",9.406597,22.804638,information,6,0,0
"How many people are affected by TK2-related mitochondrial DNA depletion syndrome, myopathic form ?",9.406597,22.804636,frequency,4,0,0
"What are the genetic changes related to TK2-related mitochondrial DNA depletion syndrome, myopathic form ?",9.406598,22.804638,genetic_changes,5,0,0
"Is TK2-related mitochondrial DNA depletion syndrome, myopathic form inherited ?",9.406598,22.804638,inheritance,7,0,0
"What are the treatments for TK2-related mitochondrial DNA depletion syndrome, myopathic form ?",9.406597,22.804636,treatment,11,0,0
How many people are affected by Noonan syndrome ?,4.468299,19.096897,frequency,4,0,0
What are the genetic changes related to Noonan syndrome ?,4.468299,19.096895,genetic_changes,5,0,0
Is Noonan syndrome inherited ?,4.468299,19.096897,inheritance,7,0,0
What is (are) distal arthrogryposis type 1 ?,-38.243626,-25.859001,information,6,3,-1
How many people are affected by distal arthrogryposis type 1 ?,-38.243626,-25.858997,frequency,4,3,-1
What are the genetic changes related to distal arthrogryposis type 1 ?,-38.24363,-25.859,genetic_changes,5,3,-1
Is distal arthrogryposis type 1 inherited ?,-38.24362,-25.858997,inheritance,7,3,-1
What are the treatments for distal arthrogryposis type 1 ?,-38.243652,-25.859016,treatment,11,3,-1
What is (are) inclusion body myopathy 2 ?,6.2679076,-60.32707,information,6,5,1217
How many people are affected by inclusion body myopathy 2 ?,6.2678843,-60.327133,frequency,4,5,1217
What are the genetic changes related to inclusion body myopathy 2 ?,6.2678847,-60.32713,genetic_changes,5,5,1217
Is inclusion body myopathy 2 inherited ?,6.2684155,-60.32575,inheritance,7,5,1217
What are the treatments for inclusion body myopathy 2 ?,6.2679095,-60.32706,treatment,11,5,1217
What is (are) small fiber neuropathy ?,-0.057213556,-35.669632,information,6,5,1123
How many people are affected by small fiber neuropathy ?,-0.05721361,-35.669624,frequency,4,5,1123
What are the genetic changes related to small fiber neuropathy ?,-0.057213623,-35.669624,genetic_changes,5,5,1123
Is small fiber neuropathy inherited ?,-0.057210274,-35.669712,inheritance,7,5,1123
What are the treatments for small fiber neuropathy ?,-0.057213567,-35.669632,treatment,11,5,1123
What is (are) pyridoxal 5'-phosphate-dependent epilepsy ?,34.724247,-8.645514,information,6,2,-1
How many people are affected by pyridoxal 5'-phosphate-dependent epilepsy ?,34.724247,-8.645514,frequency,4,2,-1
What are the genetic changes related to pyridoxal 5'-phosphate-dependent epilepsy ?,34.724247,-8.645514,genetic_changes,5,2,-1
Is pyridoxal 5'-phosphate-dependent epilepsy inherited ?,34.724262,-8.645516,inheritance,7,2,-1
What are the treatments for pyridoxal 5'-phosphate-dependent epilepsy ?,34.724255,-8.645514,treatment,11,2,-1
